paragraph_id,doc_id,source_name,title,company,sector,document_type,theme,source_method,url,date,text,char_count,category,confidence,sentiment,model,classified_at
DOC_doc_iea_electricity_2026_P0029,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Coal use declined in India
‑
and China due to slower electricity demand growth and the rapid expansion of
renewables, and it increased in the United States as higher natural gas prices
compared with 2024 and a slowdown in the retirement of coal plants, supported",262,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T14:03:13.325237
DOC_doc_iea_electricity_2026_P0030,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Executive summary
PAGE | 10
.0.4
YB
CC
.AEI
by federal policy, prompted higher coal use in the power sector. In the European
Union, record solar generation was partially offset by weak hydropower and wind
output, limiting the overall decline in coal use. Over the 2026-2030 period, renewables, natural gas and nuclear together are
expected to meet all additional global electricity demand in aggregate. Complementing renewable and nuclear output, gas fired generation is set to grow
by an average of 2.6% per year through 2030 – similar to its growth rate in 2019
‑
and significantly faster than the annual average of about 1.4% seen over the past
five years. This growth is driven primarily by rising US electricity demand and fuel
switching from oil to gas in the Middle East.",795,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:15.685026
DOC_doc_iea_electricity_2026_P0031,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Renewables, gas and nuclear together
are expected to displace generation from coal, which is forecast to decline slightly
and return to near its 2021 level by 2030. With coal fired output in China expected
to decline slightly, increases in India, Southeast Asia and other regions are
‑
forecast to be more than offset by declines in Europe and the Americas. Taken
together, renewables are set to contribute the highest share of global electricity
generation by 2030, though coal will remain the single largest fuel source for
power generation.",543,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:17.851766
DOC_doc_iea_electricity_2026_P0032,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Rapidly evolving power systems are bringing grids and
flexibility to the forefront of policymaking
The Age of Electricity requires a fast and efficient expansion of grids and
system flexibility to securely and cost effectively integrate a changing mix
of generation, demand and storage. Variable output from solar PV and wind
‑
continues to expand quickly, with their share of global generation set to rise from
17% today to 27% by 2030. Meanwhile, newer sources of demand – such as
electric vehicles, heat pumps and highly concentrated loads, such as data centres
– are expected to grow rapidly.",596,Grid Resilience,0.95,neutral,deepseek-chat,2026-04-30T14:03:19.884131
DOC_doc_iea_electricity_2026_P0033,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"At the same time, more than 2 500 gigawatts(GW)
worth of projects – encompassing renewables, storage, and projects with large
loads, such as data centres − remain stalled in grid connection queues worldwide. Since grid investment has lagged well behind investment in generation capacity,
many power systems are already experiencing rising congestion related
curtailment. Meeting forecasted electricity demand through 2030 would require
‑
annual grid investment to increase by roughly 50% by 2030 from today’s
USD 400 billion, alongside a significant scaling up of grid-related supply chains. At the same time, grids built for peak capacity often have substantial unused
capacity during off peak periods.",703,Grid Resilience,0.95,negative,deepseek-chat,2026-04-30T14:03:22.076522
DOC_doc_iea_electricity_2026_P0034,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"As grids and flexibility rise up the policy agenda,
making more efficient use of existing systems can help relieve congestion and
‑
accelerate integration while grid expansion efforts continue.",193,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T14:03:24.131292
DOC_doc_iea_electricity_2026_P0035,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Executive summary
PAGE | 11
.0.4
YB
CC
.AEI
Complementary measures, such as grid enhancing technologies and
regulatory reforms, can also unlock significant near term capacity while grid
‑
expansions advance. IEA analysis for this report shows that these measures
‑
together could free up enough capacity to connect around 1 200 GW to 1 600 GW
of advanced stage projects currently stuck in queues worldwide. About 750 GW
to 900 GW of projects could be enabled via more flexible, non-firm grid connection
‑
agreements. These agreements typically allow faster grid access, with some
limitations, and can create extra hosting capacity before grid upgrades are
completed.",683,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T14:03:26.361804
DOC_doc_iea_electricity_2026_P0036,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Another 450 GW to 700 GW could be unlocked by deploying
grid enhancing technologies such as dynamic line rating and advanced
power flow control, as well as larger upgrades like reconductoring and voltage
‑
uprating. Realising this potential would require updates to regulatory frameworks
‑
and the timely deployment of technical solutions. Utility-scale battery deployment is accelerating rapidly, becoming a
significant source of short-term flexibility. While conventional power plants
remain the primary source of power system flexibility, the growing fleet of
large scale batteries is playing a rising role in supporting security of supply. The
strong growth is especially notable in regions with rapidly rising shares of solar PV
‑
and wind in electricity generation.",771,Grid Resilience,0.95,neutral,deepseek-chat,2026-04-30T14:03:28.493569
DOC_doc_iea_electricity_2026_P0037,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Markets such as California, Germany, South
Australia, Texas and the United Kingdom have all seen strong growth in
utility scale battery capacity in recent years. Battery costs continue to fall,
enhancing their competitiveness, but efforts to reduce market barriers and
‑
address integration challenges can help unlock their full potential. Global emissions from electricity generation are forecast
to plateau through 2030
Global power sector emissions remained flat in 2025 and are forecast to
plateau over the 2026-2030 period as renewables and nuclear account for a
growing share of generation. Electricity generation remains the largest source
of energy related emissions, producing around 13 900 million tonnes of carbon
dioxide (CO ) annually.",748,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T14:03:30.841950
DOC_doc_iea_electricity_2026_P0038,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"After increasing by an average of 1.4% per year between
2
‑
2022 and 2024, CO emissions from electricity generation stabilised in 2025. 2
Compared with a decade earlier, the global CO intensity of electricity was down
2
by 14%, and it is set to decline more rapidly through 2030 as the share of
low emissions generation continues to rise. ‑
Affordability and competitiveness take centre stage
Affordability remains a key concern, with household electricity prices in
many countries rising faster than incomes since 2019. While energy and
supply related components of electricity prices have eased from their crisis peaks,
‑
‑",625,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:32.990714
DOC_doc_iea_electricity_2026_P0039,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Executive summary
PAGE | 12
.0.4
YB
CC
.AEI
they remain well above 2019 levels. Non energy components – such as network
charges, taxes and other levies – continue to account for a large, and often
‑
growing, share of household bills. In addition, electricity is also taxed more heavily
than natural gas in many countries, weakening incentives for households to
electrify heating, cooking or hot water use. As a result, policymakers are
increasingly focusing on policy frameworks, market designs and regulation to
improve affordability and encourage electrification. Ensuring prices remain
affordable while still reflecting costs and incentivising demand side flexibility is
emerging as a central challenge.",723,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:35.040844
DOC_doc_iea_electricity_2026_P0040,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"More flexible and efficient use of existing
‑
infrastructure can help contain future system costs and deliver greater savings for
consumers. Electricity price gaps across regions persist, adding competitive pressures. Average wholesale electricity prices in 2025 rose year-on-year in several regions
and countries, including in the European Union and the United States, reflecting
higher natural gas prices. Meanwhile, prices fell in other countries, such as
Australia and India. Competitive pressures are most acute for energy intensive
industries, with significant differences continuing to be observed across regions.",620,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T14:03:37.190546
DOC_doc_iea_electricity_2026_P0041,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"‑
Safeguarding the security and resilience of power
systems is a critical priority
Recent large scale power outages worldwide underscore the importance of
electricity security for modern economies and societies. Power systems face
‑
rising risks from ageing infrastructure, extreme weather events, cyberthreats and
other emerging vulnerabilities. Blackouts in Chile, the Iberian Peninsula and
Mexico in 2025 had widespread impacts. Recent incidents, such as the EstLink-2
cable outage between Finland and Estonia, the Heathrow substation fire and the
Berlin arson attack, exposed critical vulnerabilities. Strengthening the physical
protection of critical infrastructure and deploying advanced monitoring and
early detection systems will be essential to guard against threats.",776,Grid Resilience,0.95,negative,deepseek-chat,2026-04-30T14:03:39.357632
DOC_doc_iea_electricity_2026_P0042,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"As electrification
increases, ensuring reliable supply depends on strong grids, resilient supply
‑
chains and diverse flexibility resources. Meeting evolving system needs also
requires modernised operational frameworks, including updated grid codes,
refined reserve requirements and adaptive regulatory structures.",314,Grid Resilience,0.95,neutral,deepseek-chat,2026-04-30T14:03:41.545508
DOC_doc_iea_electricity_2026_P0043,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 13
.0.4
YB
CC
.AEI
Demand
The Age of Electricity has arrived,
underpinned by strong demand growth
As the Age of Electricity moves apace, demand is on a solid upward trajectory in
our five-year forecast period from 2026 to 2030. Amid robust growth, the next five
years will add on average 50% more electricity demand per year than the annual
average additions over the past decade. The brisk pace will be supported by
growing industries, electric vehicles, space cooling, and data centres, among
many other end uses. Electricity consumption is now projected to grow at least
2.5 times faster than overall energy demand, hastening the world’s transition to an
electricity-based economy.",715,Electricity Demand,1.0,positive,deepseek-chat,2026-04-30T14:03:43.731698
DOC_doc_iea_electricity_2026_P0044,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"In tandem, the relationship between electricity demand
and economic growth is undergoing a paradigm shift. Traditionally, electricity use
has closely tracked economic expansion, excluding periods of global financial
crises. However, in a marked departure from the past, electricity demand is now
expected to outpace economic growth on a global scale through 2030. While emerging economies continue to be the main pillars of growth in electricity
use, demand in advanced economies is now rising again after a 15-year period of
stagnation. The resurgence signals a new era in which electricity is a major energy
input to some of the most dynamic drivers of global economies, such as artificial
intelligence (AI), data centres, technological innovations, and the “electrification of
everything”.",792,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T14:03:45.874128
DOC_doc_iea_electricity_2026_P0045,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"As a result, both total and per capita electricity consumption will reach
new record highs in many regions of the world through 2030. This chapter presents our global electricity demand forecast and a detailed
overview of emerging trends in major economies, which highlight the urgent need
for greater power system flexibility (see separate chapters on “Grids” and
“Flexibility”). In addition, individual regions and countries are covered more in-
depth in the Regional Focus chapter of our report. Demand in advanced economies is rising
after a long period of stagnation
Electricity demand in advanced economies is on an upward trajectory again after
a 15-year period of stagnation.",683,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:48.141212
DOC_doc_iea_electricity_2026_P0046,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Flat or declining demand in many advanced
economies reflected efficiency improvements across end-use sectors and
industrial restructuring. Advanced economies saw overall electricity demand
relatively static in 2015-2020 and their share of global growth rising only to 10%",271,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:50.315579
DOC_doc_iea_electricity_2026_P0047,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 14
.0.4
YB
CC
.AEI
in 2020-2025. The shift to growth became apparent in 2025, when advanced
economies accounted for almost 20% of additional global demand, up from 17%
in 2024. We expect this share to remain close to 20% through 2030, as electricity
demand continues to grow due to a combination of increasing consumption from
data centres, electric vehicles, air conditioners and heat pumps, among many
other sectors. Global electricity demand growth by region, 2015-2030
6 000
5 000
4 000
3 000
2 000
1 000
0
-1 000
2015-2020 2020-2025 2025-2030
IEA. CC BY 4.0. Over the 2026-2030 outlook period, we expect electricity demand growth to gather
pace across the advanced economies.",711,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:52.474578
DOC_doc_iea_electricity_2026_P0048,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity consumption in the
United States is set to rise by close to 2% on average per year – more than twice
the rate of the past decade – with data centre expansions continuing to be a major
driver. The European Union is forecast to see its electricity demand grow at an
average annual rate of 2.3% out to 2030. However, we do not expect EU electricity
demand to rise back to its 2021 level before 2028. India and Southeast Asia are emerging as major engines of overall energy
demand. However, in the electricity sector to 2030, the People’s Republic of China
(hereafter, “China”) remains the dominant source of growth, accounting for nearly
50% of the global increase due to its much larger market size.",709,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:54.618855
DOC_doc_iea_electricity_2026_P0049,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Over the next five
years, China alone is set to add electricity demand equivalent to the European
Union’s current consumption. Electricity demand growth in China is expected to
moderate to an average of 4.9% annually over the 2026-2030 forecast period,
down from the 6.5% average recorded over the previous decade. By contrast,
India is expected to post an increase of 6.4% and Southeast Asia at 5.3%, an
hWT 1 200
1 000
800
Emerging
economies 600
400
Advanced 200
economies
0
- 200
2015-2025 2025-2030
United States European Union Japan & Korea
Other advanced economies China India
Southeast Asia Other emerging economies
hWT
Average annual
Total growth
growth",661,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:56.851384
DOC_doc_iea_electricity_2026_P0050,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 15
.0.4
YB
CC
.AEI
acceleration from the slower rates in 2025, based on expectations of continued
robust economic growth and rising electrification. Year-on-year percent change in electricity demand in selected regions, 2019-2030
15%
10%
5%
0%
-5%
-10%
IEA. CC BY 4.0. Notes: Data for 2026-2030 are forecast values. The plots start from 2019, whereas the x-axis labels are shown only for the
even years due to limited space. Electricity consumption set to rise strongly
across all sectors
Global electricity demand increased year-on-year by 3% in 2025, following 4.4%
in 2024.",607,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:03:59.149393
DOC_doc_iea_electricity_2026_P0051,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"While intense heatwaves across many regions bolstered power use in
2024, comparably milder weather and weaker industrial and manufacturing activity
in some regions tempered the overall pace in 2025. However, we expect demand
growth to pick up in 2026-2030, to an average 3.6% over the next five years – a
significant acceleration compared to the 2.8% annual rate of the past decade. This
corresponds to adding on average approximately 1 100 TWh each year through
2030 globally – versus an average 700 TWh per year from 2015 to 2025. Global
electricity consumption will reach 33 600 TWh in 2030, up from 28 200 TWh in
2025.",622,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:01.373192
DOC_doc_iea_electricity_2026_P0052,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Many major electricity consuming countries and regions saw weaker demand
growth in 2025 versus the year earlier, largely due to a slowdown in industry and
manufacturing amid uncertain trade policies, combined with milder weather
patterns compared to 2024. China and India experienced moderate growth of
5.1% and 1.4%, respectively. Southeast Asia also saw lower growth of around 3%
y-o-y, down from a much higher 8.6% in 2024. Electricity demand growth in the
United States eased marginally to 2.1% in 2025, from 2.8% the previous year. In
the European Union, demand rose at the more modest pace of 0.9%, following a
moderate recovery of 1.6% in 2024.",651,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:03.479097
DOC_doc_iea_electricity_2026_P0053,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"0202 2202 4202 6202 8202 0302 0202 2202 4202 6202 8202 0302 0202 2202 4202 6202 8202 0302 0202 2202 4202 6202 8202 0302 0202 2202 4202 6202 8202 0302 0202 2202 4202 6202 8202 0302
World China India Southeast Asia United States European Union
Historical demand Forecast",268,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:04:05.964478
DOC_doc_iea_electricity_2026_P0054,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 16
.0.4
YB
CC
.AEI
In 2025, approximately 58% of the increase in global electricity demand came from
China, compared to 52% in 2024. Overall, emerging markets and developing
economies (EMDEs), including China, accounted for about 80% of global growth
in 2025, and are expected to maintain that share over the next five years. This
compares with an average 95% in the past decade, reflecting an increasing
contribution from advanced economies. Over the forecast period, electricity demand is projected to post strong growth
across all major consuming segments. The buildings sector – including residential
and commercial – is expected to see the largest absolute growth, and contribute
49% to additional global demand between 2025 and 2030.",770,Electricity Demand,1.0,neutral,deepseek-chat,2026-04-30T14:04:08.158066
DOC_doc_iea_electricity_2026_P0055,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Higher electricity use
from space cooling, data centres and heat pumps make up almost half of the
growth in the buildings sector worldwide out to 2030. Industrial electricity
consumption is also expected to accelerate compared to the past decade, in
particular from light industries. At the same time, fuelled by the rapid uptake of
electric vehicles, transportation’s share of demand growth is forecast to rise to
more than 10%, double from the past five years. As the world’s transition to an
electricity-based economy is hastened, the share of electricity in total final
consumption is set to increase from 21% in 2025 to 24% in 2030. Global electricity demand growth by sector and end-use, 2015-2030
6 000
5 000
4 000
3 000
2 000
1 000
0
2015-2020 2020-2025 2025-2030
IEA. CC BY 4.0.",787,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T14:04:10.262202
DOC_doc_iea_electricity_2026_P0056,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity demand breaks with three decade
history, outpacing global economic growth
‑
A trend shift in the link between electricity demand and economic growth is taking
place on a global scale, amid strong demand increases from electricity-intensive
industries, air conditioning (AC), data centres and continued electrification of end-
use sectors. Over the past three decades, global electricity consumption has only
grown significantly faster than the world economy during periods associated with
economic shocks, such as the aftermath of the 2000-2001 recession, the 2008-
hWT 1 200
1 000
800
600
400
200
0
2015-2025 2025-2030
Industry Cooling Heat pumps Data centres Rest of buildings Transport Other
hWT
Total growth Annual average
Buildings",748,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:12.419997
DOC_doc_iea_electricity_2026_P0057,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 17
.0.4
YB
CC
.AEI
2009 financial crisis or during 2020 amid the pandemic. However, 2024 marked
the first normal year when electricity demand grew much more rapidly than the
economy. Although this trend saw a slight reversal in 2025 amid weather impacts,
electricity demand growth is projected to eclipse the pace of GDP expansion
throughout our forecast period.",393,Electricity Demand,1.0,positive,deepseek-chat,2026-04-30T14:04:14.669230
DOC_doc_iea_electricity_2026_P0058,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Global electricity demand and GDP trends, 1995-2030
Growth rates of electricitydemand and GDP Difference between the growth rates of demand and GDP
8% 2.5% After 2007-2009 Covid 2024:
recession Demand
6% grew higher
1.5% After 2000-2001 than GDP
4% recession
0.5%
2%
-0.5%
0%
-1.5%
-2%
-4% -2.5%
1995 2000 2005 2010 2015 2020 2025 2030 1995 2000 2005 2010 2015 2020 2025 2030
GDP growth Electricity demand growth 1995-2023 2024-2025 2026-2030
IEA. CC BY 4.0. Note: Data for 2026-2030 are forecast values. GDP is based on the IMF World Economic Outlook. The shifting trend in electricity demand growth compared to the pace of economic
growth can already be observed in a number of regions. China’s electricity
consumption has been growing faster than its economy since 2020.",773,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:16.827388
DOC_doc_iea_electricity_2026_P0059,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"While
electricity demand gains have traditionally been significantly lower than economic
growth rates in the United States and the European Union, this is changing as the
gap between electricity consumption and GDP begins to close. Year-on-year percent change in electricity demand and GDP in selected regions,
2002-2030
15%
12%
9%
6%
3%
0%
-3%
IEA. CC BY 4.0. Notes: Data for 2026-2030 are forecast values. 3YMA = three-year moving average. GDP is based on the IMF World
Economic Outlook. 2002 6002 0102 4102 8102 2202 6202 0302
15%
12%
9%
6%
3%
0%
-3%
GDP (3YMA) Demand (3YMA)
2002 6002 0102 4102 8102 2202 6202 0302
15%
12%
9%
6%
3%
0%
-3%
2002 6002 0102 4102 8102 2202 6202 0302
15%
12%
9%
6%
3%
0%
-3%
2002 6002 0102 4102 8102 2202 6202 0302
China India United States European Union",787,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:18.980345
DOC_doc_iea_electricity_2026_P0060,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 18
.0.4
YB
CC
.AEI
US and EU electricity demand forecast to
post robust growth over 2026-2030
Electricity demand rose in both the United States and the European Union in 2024
and 2025, with continued strong growth forecast for 2026-2030. However, the
sectoral composition of this growth and its underlying drivers differ between the
two economies. Electricity demand in the United States increased by 2.1% in 2025, following 2.8%
growth in 2024, when hotter summer temperatures boosted consumption. In both
years, the buildings sector – residential and commercial combined – accounted
for over 70% of the country’s demand growth.",660,Electricity Demand,1.0,neutral,deepseek-chat,2026-04-30T14:04:21.066315
DOC_doc_iea_electricity_2026_P0061,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"In 2025, in addition to strong
economic activity and expanding data centre loads, higher space heating needs
due to colder winter temperatures, with about 10% higher heating degree days
‑ ‑
(HDDs), also supported demand. US electricity use is set to add more than 420 TWh in total over the next five years. The rapid expansion of data centres is expected to make up about 50% of demand
growth out to 2030. The buildings sector excluding data centres will also remain a
significant contributor to growth, largely due to rising consumption from space
cooling and heat pumps. Growth from the industrial sector is expected to be
another major driver, supported by reshoring and other new large loads such as
semiconductor and battery manufacturing plants.",751,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T14:04:23.110644
DOC_doc_iea_electricity_2026_P0062,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"The transport sector is also
expected to contribute to demand growth with rising numbers of EVs. Electricity demand growth by sector and end-use in the United States, 2015-2030
500
400
300
200
100
0
- 100
- 200
2015-2020 2020-2025 2025-2030
IEA. CC BY 4.0. The European Union’s electricity consumption rose by an estimated 0.9% in
2025, following a 1.6% increase in 2024. Higher space heating needs, due to a
‑
hWT
Industry Cooling Heat pumps Data centres Rest of buildings Transport Other Total
Buildings
100
80
60
40
20
0
- 20
- 40
2015-2025 2025-2030
hWT
Total growth Annual average",585,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:25.250465
DOC_doc_iea_electricity_2026_P0063,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 19
.0.4
YB
CC
.AEI
spike in colder winter temperatures in Q1 2025, combined with a sharp rise in AC
use in the commercial and residential sectors, in the wake of record-breaking
summer heatwaves, significantly boosted the region’s electricity demand. The
continued uptake of EVs and heat pumps were also key drivers of growth in 2025. A detailed analysis of the EU demand trends in 2025 can be found in the regional
focus section of our report. EU electricity demand is forecast to increase by about 300 TWh, over the next five
years. This comes after two years of declines in 2022-2023 and modest recovery
since then.",649,Electricity Demand,0.95,positive,deepseek-chat,2026-04-30T14:04:27.366396
DOC_doc_iea_electricity_2026_P0064,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity consumption in the EU industrial sector fell by about 6% in
both 2022 and 2023, driven by the production declines in the energy-intensive
industries amid the energy crisis. Although the industrial sector’s demand decline
reversed in 2024, with a modest close to 2% increase, a meaningful recovery has
yet to emerge, as we estimate demand remained broadly flat in 2025. Assuming EU industrial demand recovers at a moderate pace over our outlook
period, around 50 TWh of growth is forecast by 2030. The buildings sector is
expected to be the main contributor to demand growth.",586,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:29.559965
DOC_doc_iea_electricity_2026_P0065,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"While rising power use
from data centres will provide a sizeable share, demand from cooling and heat
pumps, as well as continued growth in the commercial sector, will account for most
of the increase in the buildings sector. Transport follows closely behind, with EV
adoption accelerating, adding more than 100 TWh to demand through 2030. Electricity demand growth by sector and end-use in the European Union, 2015-2030
350
300
250
200
150
100
50
0
- 50
- 100
2015-2020 2020-2025 2025-2030
IEA. CC BY 4.0. Per capita electricity consumption will reach
new record highs in many regions
In line with rising demand, electricity consumption per capita is set to reach new
highs in many regions.",690,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:31.856734
DOC_doc_iea_electricity_2026_P0066,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"After growing until around 2009, electricity use per capita
hWT
Total growth Annual average
Industry Cooling Heat pumps Data centres Rest of buildings Transport Other Total
Buildings
70
60
50
40
30
20
10
0
- 10
- 20
2015-2025 2025-2030
hWT",239,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:04:34.072005
DOC_doc_iea_electricity_2026_P0067,DOC_doc_iea_electricity_2026,GDELT/RSS,DOC IEA Electricity 2026,Various,Grid Infrastructure,Article,General Energy,rebuild,,,"Electricity 2026 Demand
PAGE | 20
.0.4
YB
CC
.AEI
has been declining in many advanced economies since then, including the United
States, the European Union and Japan. As demand growth accelerates over the
coming years, we expect a reversal of this trend. US electricity consumption per capita will reach a new high by 2030, surpassing
its previous 2005 peak of 13 700 kWh/capita. Similarly, EU electricity consumption
per capita is expected to exceed its previous high of 6 410 kWh/capita observed
in 2008. Japan and Korea are also expected to see gradual per capita gains. Electricity consumption per capita in China eclipsed that in the European Union in
2022 and is forecast to continue rising steadily in 2026-2030.",719,Electricity Demand,1.0,positive,deepseek-chat,2026-04-30T14:04:36.231299
